NAME	TITLE	SCORE	
OBP2A	odorant binding protein 2A [Source:HGNC Symbol;Acc:HGNC:23380]	0.49541384	
KCNA7	potassium voltage-gated channel subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:6226]	0.4952703	
OVOL3	ovo like zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:14186]	0.48259956	
ACTL7B	actin like 7B [Source:HGNC Symbol;Acc:HGNC:162]	0.47752863	
CHP2	calcineurin like EF-hand protein 2 [Source:HGNC Symbol;Acc:HGNC:24927]	0.4761748	
STRC	stereocilin [Source:HGNC Symbol;Acc:HGNC:16035]	0.47338578	
CLDN3	claudin 3 [Source:HGNC Symbol;Acc:HGNC:2045]	0.4707266	
BST2	bone marrow stromal cell antigen 2 [Source:HGNC Symbol;Acc:HGNC:1119]	0.4693042	
AKR1B10	aldo-keto reductase family 1 member B10 [Source:HGNC Symbol;Acc:HGNC:382]	0.4671288	
TAL2	TAL bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11557]	0.4657262	
CRIP2	cysteine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2361]	0.4655918	
OR8D1	olfactory receptor family 8 subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:8481]	0.4651672	
LRRC73	leucine rich repeat containing 73 [Source:HGNC Symbol;Acc:HGNC:21375]	0.46405917	
IL36G	interleukin 36 gamma [Source:HGNC Symbol;Acc:HGNC:15741]	0.4597092	
LRRC24	leucine rich repeat containing 24 [Source:HGNC Symbol;Acc:HGNC:28947]	0.45911133	
SBK3	SH3 domain binding kinase family member 3 [Source:HGNC Symbol;Acc:HGNC:44121]	0.4579211	
TTC24	tetratricopeptide repeat domain 24 [Source:HGNC Symbol;Acc:HGNC:32348]	0.45775872	
KRT84	keratin 84 [Source:HGNC Symbol;Acc:HGNC:6461]	0.4564173	
NHP2	NHP2 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14377]	0.44963726	
DUOX2	dual oxidase 2 [Source:HGNC Symbol;Acc:HGNC:13273]	0.44870883	
DEFB4A	defensin beta 4A [Source:HGNC Symbol;Acc:HGNC:2767]	0.44835797	
KHNYN	KH and NYN domain containing [Source:HGNC Symbol;Acc:HGNC:20166]	0.4475562	
CDRT15	CMT1A duplicated region transcript 15 [Source:HGNC Symbol;Acc:HGNC:14395]	0.4467231	
SIX5	SIX homeobox 5 [Source:HGNC Symbol;Acc:HGNC:10891]	0.44637486	
WEE2	WEE2 oocyte meiosis inhibiting kinase [Source:HGNC Symbol;Acc:HGNC:19684]	0.44549498	
ID3	inhibitor of DNA binding 3, HLH protein [Source:HGNC Symbol;Acc:HGNC:5362]	0.4439179	
TRIM64	tripartite motif containing 64 [Source:HGNC Symbol;Acc:HGNC:14663]	0.4434636	
CRABP1	cellular retinoic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2338]	0.4387554	
PPBP	pro-platelet basic protein [Source:HGNC Symbol;Acc:HGNC:9240]	0.43801814	
OR13C3	olfactory receptor family 13 subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:14704]	0.43643403	
USF1	upstream transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12593]	0.4348588	
SOWAHB	sosondowah ankyrin repeat domain family member B [Source:HGNC Symbol;Acc:HGNC:32958]	0.43446317	
PTGER1	prostaglandin E receptor 1 [Source:HGNC Symbol;Acc:HGNC:9593]	0.43411157	
MYLPF	myosin light chain, phosphorylatable, fast skeletal muscle [Source:HGNC Symbol;Acc:HGNC:29824]	0.4333643	
SCGB1D1	secretoglobin family 1D member 1 [Source:HGNC Symbol;Acc:HGNC:18395]	0.4329997	
TFAP2C	transcription factor AP-2 gamma [Source:HGNC Symbol;Acc:HGNC:11744]	0.43248358	
FOXL2NB	FOXL2 neighbor [Source:HGNC Symbol;Acc:HGNC:34428]	0.431921	
LTC4S	leukotriene C4 synthase [Source:HGNC Symbol;Acc:HGNC:6719]	0.43188417	
CHGB	chromogranin B [Source:HGNC Symbol;Acc:HGNC:1930]	0.4313773	
ZNF575	zinc finger protein 575 [Source:HGNC Symbol;Acc:HGNC:27606]	0.4306985	
H2AC21	H2A clustered histone 21 [Source:HGNC Symbol;Acc:HGNC:20508]	0.43028936	
PLA2G2D	phospholipase A2 group IID [Source:HGNC Symbol;Acc:HGNC:9033]	0.4290132	
MAST1	microtubule associated serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:19034]	0.42842495	
HCFC1R1	host cell factor C1 regulator 1 [Source:HGNC Symbol;Acc:HGNC:21198]	0.42799258	
CISH	cytokine inducible SH2 containing protein [Source:HGNC Symbol;Acc:HGNC:1984]	0.42634696	
PTH2	parathyroid hormone 2 [Source:HGNC Symbol;Acc:HGNC:30828]	0.4256058	
CLEC18B	C-type lectin domain family 18 member B [Source:HGNC Symbol;Acc:HGNC:33849]	0.42553568	
BTN1A1	butyrophilin subfamily 1 member A1 [Source:HGNC Symbol;Acc:HGNC:1135]	0.4254057	
ASGR1	asialoglycoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:742]	0.42462635	
CST9L	cystatin 9 like [Source:HGNC Symbol;Acc:HGNC:16233]	0.42150727	
MSC	musculin [Source:HGNC Symbol;Acc:HGNC:7321]	0.42021257	
KRTAP20-1	keratin associated protein 20-1 [Source:HGNC Symbol;Acc:HGNC:18943]	0.41773748	
PHOX2B	paired like homeobox 2B [Source:HGNC Symbol;Acc:HGNC:9143]	0.417726	
NPIPA8	nuclear pore complex interacting protein family member A8 [Source:HGNC Symbol;Acc:HGNC:41983]	0.4173113	
OLIG2	oligodendrocyte transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:9398]	0.4147788	
RLBP1	retinaldehyde binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10024]	0.41261905	
GKN2	gastrokine 2 [Source:HGNC Symbol;Acc:HGNC:24588]	0.41146833	
PCK1	phosphoenolpyruvate carboxykinase 1 [Source:HGNC Symbol;Acc:HGNC:8724]	0.4113752	
ADRB3	adrenoceptor beta 3 [Source:HGNC Symbol;Acc:HGNC:288]	0.41133085	
WRAP53	WD repeat containing antisense to TP53 [Source:HGNC Symbol;Acc:HGNC:25522]	0.4111927	
TCF23	transcription factor 23 [Source:HGNC Symbol;Acc:HGNC:18602]	0.4103416	
C4orf48	chromosome 4 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:34437]	0.40972874	
GK2	glycerol kinase 2 [Source:HGNC Symbol;Acc:HGNC:4291]	0.40956137	
KRT27	keratin 27 [Source:HGNC Symbol;Acc:HGNC:30841]	0.4090449	
CCDC24	coiled-coil domain containing 24 [Source:HGNC Symbol;Acc:HGNC:28688]	0.40842077	
PHGR1	proline, histidine and glycine rich 1 [Source:HGNC Symbol;Acc:HGNC:37226]	0.407703	
PPP1R35	protein phosphatase 1 regulatory subunit 35 [Source:HGNC Symbol;Acc:HGNC:28320]	0.4051424	
HOXA7	homeobox A7 [Source:HGNC Symbol;Acc:HGNC:5108]	0.40492675	
MARCHF1	membrane associated ring-CH-type finger 1 [Source:HGNC Symbol;Acc:HGNC:26077]	0.40297556	
DMBX1	diencephalon/mesencephalon homeobox 1 [Source:HGNC Symbol;Acc:HGNC:19026]	0.4026939	
OTX2	orthodenticle homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8522]	0.40261334	
CCNP	cyclin P [Source:HGNC Symbol;Acc:HGNC:25805]	0.40235594	
PSRC1	proline and serine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24472]	0.40172642	
ZNF221	zinc finger protein 221 [Source:HGNC Symbol;Acc:HGNC:13014]	0.40142873	
CLEC18C	C-type lectin domain family 18 member C [Source:HGNC Symbol;Acc:HGNC:28538]	0.40065253	
UQCRC1	ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585]	0.40021962	
KRT33A	keratin 33A [Source:HGNC Symbol;Acc:HGNC:6450]	0.39908665	
PCBP1	poly(rC) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8647]	0.3981911	
WFDC11	WAP four-disulfide core domain 11 [Source:HGNC Symbol;Acc:HGNC:20478]	0.39795578	
THY1	Thy-1 cell surface antigen [Source:HGNC Symbol;Acc:HGNC:11801]	0.39574817	
OPALIN	oligodendrocytic myelin paranodal and inner loop protein [Source:HGNC Symbol;Acc:HGNC:20707]	0.3952416	
PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B [Source:HGNC Symbol;Acc:HGNC:9057]	0.3952079	
PCDHB13	protocadherin beta 13 [Source:HGNC Symbol;Acc:HGNC:8684]	0.39520168	
FZD7	frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]	0.39370674	
IER5L	immediate early response 5 like [Source:HGNC Symbol;Acc:HGNC:23679]	0.39369944	
OR51E2	olfactory receptor family 51 subfamily E member 2 [Source:HGNC Symbol;Acc:HGNC:15195]	0.39323026	
FOXE1	forkhead box E1 [Source:HGNC Symbol;Acc:HGNC:3806]	0.39255756	
OR4D2	olfactory receptor family 4 subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:8294]	0.3922535	
INTS12	integrator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:25067]	0.3902211	
TSEN34	tRNA splicing endonuclease subunit 34 [Source:HGNC Symbol;Acc:HGNC:15506]	0.3898768	
PATE3	prostate and testis expressed 3 [Source:HGNC Symbol;Acc:HGNC:35426]	0.3890098	
PARD6A	par-6 family cell polarity regulator alpha [Source:HGNC Symbol;Acc:HGNC:15943]	0.387326	
B3GALT6	beta-1,3-galactosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:17978]	0.38725832	
MRPL43	mitochondrial ribosomal protein L43 [Source:HGNC Symbol;Acc:HGNC:14517]	0.38654134	
AQP10	aquaporin 10 [Source:HGNC Symbol;Acc:HGNC:16029]	0.3862393	
EDN2	endothelin 2 [Source:HGNC Symbol;Acc:HGNC:3177]	0.38584304	
NEUROG1	neurogenin 1 [Source:HGNC Symbol;Acc:HGNC:7764]	0.38572377	
FTCD	formimidoyltransferase cyclodeaminase [Source:HGNC Symbol;Acc:HGNC:3974]	0.38537532	
DRD4	dopamine receptor D4 [Source:HGNC Symbol;Acc:HGNC:3025]	0.38441515	
FANCG	FA complementation group G [Source:HGNC Symbol;Acc:HGNC:3588]	0.3842227	
CCDC103	coiled-coil domain containing 103 [Source:HGNC Symbol;Acc:HGNC:32700]	0.3829834	
SPCS1	signal peptidase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:23401]	0.38190478	
LINC02881	long intergenic non-protein coding RNA 2881 [Source:HGNC Symbol;Acc:HGNC:51236]	0.3800847	
TCL1A	T cell leukemia/lymphoma 1A [Source:HGNC Symbol;Acc:HGNC:11648]	0.37997317	
INAFM1	InaF motif containing 1 [Source:HGNC Symbol;Acc:HGNC:27406]	0.37932488	
CBY2	chibby family member 2 [Source:HGNC Symbol;Acc:HGNC:30720]	0.37892336	
ULBP1	UL16 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:14893]	0.37775466	
LPCAT4	lysophosphatidylcholine acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:30059]	0.3760412	
WNT8A	Wnt family member 8A [Source:HGNC Symbol;Acc:HGNC:12788]	0.3755799	
STARD10	StAR related lipid transfer domain containing 10 [Source:HGNC Symbol;Acc:HGNC:10666]	0.37557217	
LST1	leukocyte specific transcript 1 [Source:HGNC Symbol;Acc:HGNC:14189]	0.37540784	
ID1	inhibitor of DNA binding 1, HLH protein [Source:HGNC Symbol;Acc:HGNC:5360]	0.3740076	
GPR78	G protein-coupled receptor 78 [Source:HGNC Symbol;Acc:HGNC:4528]	0.37146816	
NPIPB9	nuclear pore complex interacting protein family member B9 [Source:HGNC Symbol;Acc:HGNC:41987]	0.37129518	
OR10R2	olfactory receptor family 10 subfamily R member 2 [Source:HGNC Symbol;Acc:HGNC:14820]	0.37063575	
ART5	ADP-ribosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:24049]	0.37059325	
TMEM86A	transmembrane protein 86A [Source:HGNC Symbol;Acc:HGNC:26890]	0.37051782	
WNT6	Wnt family member 6 [Source:HGNC Symbol;Acc:HGNC:12785]	0.3695291	
GRM2	glutamate metabotropic receptor 2 [Source:HGNC Symbol;Acc:HGNC:4594]	0.36923915	
NEFH	neurofilament heavy [Source:HGNC Symbol;Acc:HGNC:7737]	0.36914998	
EPPIN	epididymal peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:15932]	0.36841464	
PSG5	pregnancy specific beta-1-glycoprotein 5 [Source:HGNC Symbol;Acc:HGNC:9522]	0.36756083	
CYP26C1	cytochrome P450 family 26 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:20577]	0.36654532	
TMEM19	transmembrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25605]	0.3665437	
SHB	SH2 domain containing adaptor protein B [Source:HGNC Symbol;Acc:HGNC:10838]	0.36633125	
RNF151	ring finger protein 151 [Source:HGNC Symbol;Acc:HGNC:23235]	0.36573884	
IL2	interleukin 2 [Source:HGNC Symbol;Acc:HGNC:6001]	0.36573526	
ZIC5	Zic family member 5 [Source:HGNC Symbol;Acc:HGNC:20322]	0.36562794	
MC5R	melanocortin 5 receptor [Source:HGNC Symbol;Acc:HGNC:6933]	0.36530167	
CALB2	calbindin 2 [Source:HGNC Symbol;Acc:HGNC:1435]	0.3647272	
GAST	gastrin [Source:HGNC Symbol;Acc:HGNC:4164]	0.3647246	
RPP21	ribonuclease P/MRP subunit p21 [Source:HGNC Symbol;Acc:HGNC:21300]	0.36447468	
SLC22A17	solute carrier family 22 member 17 [Source:HGNC Symbol;Acc:HGNC:23095]	0.36429757	
MUC20	mucin 20, cell surface associated [Source:HGNC Symbol;Acc:HGNC:23282]	0.36371952	
SLC2A11	solute carrier family 2 member 11 [Source:HGNC Symbol;Acc:HGNC:14239]	0.36316308	
B4GALNT4	beta-1,4-N-acetyl-galactosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:26315]	0.362734	
NPR2	natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944]	0.36254433	
CCNO	cyclin O [Source:HGNC Symbol;Acc:HGNC:18576]	0.3613245	
ATF4	activating transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:786]	0.3602914	
CLEC3A	C-type lectin domain family 3 member A [Source:HGNC Symbol;Acc:HGNC:2052]	0.36027855	
JPH4	junctophilin 4 [Source:HGNC Symbol;Acc:HGNC:20156]	0.3602122	
TAF6L	TATA-box binding protein associated factor 6 like [Source:HGNC Symbol;Acc:HGNC:17305]	0.35984385	
CST9	cystatin 9 [Source:HGNC Symbol;Acc:HGNC:13261]	0.35829106	
RPS27A	ribosomal protein S27a [Source:HGNC Symbol;Acc:HGNC:10417]	0.35809848	
NPIPA7	nuclear pore complex interacting protein family member A7 [Source:HGNC Symbol;Acc:HGNC:41982]	0.35789344	
EVX1	even-skipped homeobox 1 [Source:HGNC Symbol;Acc:HGNC:3506]	0.35602245	
HRCT1	histidine rich carboxyl terminus 1 [Source:HGNC Symbol;Acc:HGNC:33872]	0.3553142	
PET117	PET117 cytochrome c oxidase chaperone [Source:HGNC Symbol;Acc:HGNC:40045]	0.35512295	
LBX2	ladybird homeobox 2 [Source:HGNC Symbol;Acc:HGNC:15525]	0.35503727	
GOLGA7B	golgin A7 family member B [Source:HGNC Symbol;Acc:HGNC:31668]	0.35455728	
TMEM171	transmembrane protein 171 [Source:HGNC Symbol;Acc:HGNC:27031]	0.3534557	
ESPN	espin [Source:HGNC Symbol;Acc:HGNC:13281]	0.35329497	
GCHFR	GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]	0.35206553	
HES6	hes family bHLH transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:18254]	0.35205576	
SRRM5	serine/arginine repetitive matrix 5 [Source:HGNC Symbol;Acc:HGNC:37248]	0.35203764	
NPPA	natriuretic peptide A [Source:HGNC Symbol;Acc:HGNC:7939]	0.35202673	
KRT32	keratin 32 [Source:HGNC Symbol;Acc:HGNC:6449]	0.35144666	
WFDC5	WAP four-disulfide core domain 5 [Source:HGNC Symbol;Acc:HGNC:20477]	0.3512425	
ZIK1	zinc finger protein interacting with K protein 1 [Source:HGNC Symbol;Acc:HGNC:33104]	0.35119396	
GGT2	gamma-glutamyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4251]	0.35037246	
SPEM1	spermatid maturation 1 [Source:HGNC Symbol;Acc:HGNC:32429]	0.35021698	
OR10G2	olfactory receptor family 10 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:8170]	0.35011902	
RPP25L	ribonuclease P/MRP subunit p25 like [Source:HGNC Symbol;Acc:HGNC:19909]	0.3499175	
KIF12	kinesin family member 12 [Source:HGNC Symbol;Acc:HGNC:21495]	0.34980765	
OR4K5	olfactory receptor family 4 subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:14745]	0.34972718	
ADM5	adrenomedullin 5 (putative) [Source:HGNC Symbol;Acc:HGNC:27293]	0.34919342	
KRT76	keratin 76 [Source:HGNC Symbol;Acc:HGNC:24430]	0.34912714	
CLRN2	clarin 2 [Source:HGNC Symbol;Acc:HGNC:33939]	0.3490243	
BCL2L10	BCL2 like 10 [Source:HGNC Symbol;Acc:HGNC:993]	0.34880587	
PRR16	proline rich 16 [Source:HGNC Symbol;Acc:HGNC:29654]	0.34843004	
RESP18	regulated endocrine specific protein 18 [Source:HGNC Symbol;Acc:HGNC:33762]	0.3484058	
SPPL2C	signal peptide peptidase like 2C [Source:HGNC Symbol;Acc:HGNC:28902]	0.34833515	
MRPS10	mitochondrial ribosomal protein S10 [Source:HGNC Symbol;Acc:HGNC:14502]	0.34783643	
IER2	immediate early response 2 [Source:HGNC Symbol;Acc:HGNC:28871]	0.34762067	
THBS3	thrombospondin 3 [Source:HGNC Symbol;Acc:HGNC:11787]	0.34748042	
DHDH	dihydrodiol dehydrogenase [Source:HGNC Symbol;Acc:HGNC:17887]	0.34691408	
FOXA1	forkhead box A1 [Source:HGNC Symbol;Acc:HGNC:5021]	0.34580648	
CTAGE15	CTAGE family member 15 [Source:HGNC Symbol;Acc:HGNC:37295]	0.34550923	
FUT5	fucosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4016]	0.34523526	
GP1BA	glycoprotein Ib platelet subunit alpha [Source:HGNC Symbol;Acc:HGNC:4439]	0.34453022	
HOXD1	homeobox D1 [Source:HGNC Symbol;Acc:HGNC:5132]	0.34355113	
DCLK3	doublecortin like kinase 3 [Source:HGNC Symbol;Acc:HGNC:19005]	0.34324747	
APOA2	apolipoprotein A2 [Source:HGNC Symbol;Acc:HGNC:601]	0.3429102	
GOLGA8F	golgin A8 family member F [Source:HGNC Symbol;Acc:HGNC:32378]	0.34265867	
FOLR1	folate receptor alpha [Source:HGNC Symbol;Acc:HGNC:3791]	0.34228888	
CASP14	caspase 14 [Source:HGNC Symbol;Acc:HGNC:1502]	0.3416919	
C12orf54	chromosome 12 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:28553]	0.34128183	
ABHD11	abhydrolase domain containing 11 [Source:HGNC Symbol;Acc:HGNC:16407]	0.34120068	
KNCN	kinocilin [Source:HGNC Symbol;Acc:HGNC:26488]	0.34108075	
OR14C36	olfactory receptor family 14 subfamily C member 36 [Source:HGNC Symbol;Acc:HGNC:15026]	0.34060553	
GPR32	G protein-coupled receptor 32 [Source:HGNC Symbol;Acc:HGNC:4487]	0.3397101	
CD151	CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]	0.33926603	
DLX1	distal-less homeobox 1 [Source:HGNC Symbol;Acc:HGNC:2914]	0.33892107	
WNK4	WNK lysine deficient protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:14544]	0.33871907	
CUZD1	CUB and zona pellucida like domains 1 [Source:HGNC Symbol;Acc:HGNC:17937]	0.33827308	
PRG3	proteoglycan 3, pro eosinophil major basic protein 2 [Source:HGNC Symbol;Acc:HGNC:9363]	0.33806342	
SRSF8	serine and arginine rich splicing factor 8 [Source:HGNC Symbol;Acc:HGNC:16988]	0.3380524	
QPRT	quinolinate phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:9755]	0.33674854	
ZSWIM8	zinc finger SWIM-type containing 8 [Source:HGNC Symbol;Acc:HGNC:23528]	0.33641723	
NUDT8	nudix hydrolase 8 [Source:HGNC Symbol;Acc:HGNC:8055]	0.335784	
METTL27	methyltransferase like 27 [Source:HGNC Symbol;Acc:HGNC:19068]	0.33556587	
SMIM29	small integral membrane protein 29 [Source:HGNC Symbol;Acc:HGNC:1340]	0.3354156	
RPL19	ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:10312]	0.33519262	
LCE5A	late cornified envelope 5A [Source:HGNC Symbol;Acc:HGNC:16614]	0.33502942	
NOP53	NOP53 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:4333]	0.33443302	
HSF4	heat shock transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:5227]	0.334432	
H2AW	H2A.W histone [Source:HGNC Symbol;Acc:HGNC:20507]	0.33363023	
FAM166C	family with sequence similarity 166 member C [Source:HGNC Symbol;Acc:HGNC:27938]	0.3335405	
NDUFA11	NADH:ubiquinone oxidoreductase subunit A11 [Source:HGNC Symbol;Acc:HGNC:20371]	0.33347893	
TPD52L3	TPD52 like 3 [Source:HGNC Symbol;Acc:HGNC:23382]	0.33338463	
PTGIR	prostaglandin I2 receptor [Source:HGNC Symbol;Acc:HGNC:9602]	0.33334708	
SMDT1	single-pass membrane protein with aspartate rich tail 1 [Source:HGNC Symbol;Acc:HGNC:25055]	0.33331707	
LCE3B	late cornified envelope 3B [Source:HGNC Symbol;Acc:HGNC:29462]	0.33307263	
OR56A3	olfactory receptor family 56 subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:14786]	0.33295724	
OR13C9	olfactory receptor family 13 subfamily C member 9 [Source:HGNC Symbol;Acc:HGNC:15104]	0.33219868	
KRT16	keratin 16 [Source:HGNC Symbol;Acc:HGNC:6423]	0.33163777	
WFDC12	WAP four-disulfide core domain 12 [Source:HGNC Symbol;Acc:HGNC:16115]	0.3313772	
KRTAP8-1	keratin associated protein 8-1 [Source:HGNC Symbol;Acc:HGNC:18935]	0.33050656	
SPATA19	spermatogenesis associated 19 [Source:HGNC Symbol;Acc:HGNC:30614]	0.32945985	
KCNV1	potassium voltage-gated channel modifier subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:18861]	0.32908547	
KCNK9	potassium two pore domain channel subfamily K member 9 [Source:HGNC Symbol;Acc:HGNC:6283]	0.32792088	
SLC39A5	solute carrier family 39 member 5 [Source:HGNC Symbol;Acc:HGNC:20502]	0.32757598	
FAM25BP	family with sequence similarity 25 member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:23584]	0.3275724	
SLC38A3	solute carrier family 38 member 3 [Source:HGNC Symbol;Acc:HGNC:18044]	0.3273506	
OR5D16	olfactory receptor family 5 subfamily D member 16 [Source:HGNC Symbol;Acc:HGNC:15283]	0.32638243	
ART1	ADP-ribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:723]	0.32607326	
IL24	interleukin 24 [Source:HGNC Symbol;Acc:HGNC:11346]	0.32566142	
TAS2R5	taste 2 receptor member 5 [Source:HGNC Symbol;Acc:HGNC:14912]	0.32563692	
CCL26	C-C motif chemokine ligand 26 [Source:HGNC Symbol;Acc:HGNC:10625]	0.3255371	
OR2T12	olfactory receptor family 2 subfamily T member 12 [Source:HGNC Symbol;Acc:HGNC:19592]	0.32550326	
EGR1	early growth response 1 [Source:HGNC Symbol;Acc:HGNC:3238]	0.3254312	
OR6C75	olfactory receptor family 6 subfamily C member 75 [Source:HGNC Symbol;Acc:HGNC:31304]	0.3253133	
ATP5MF	ATP synthase membrane subunit f [Source:HGNC Symbol;Acc:HGNC:848]	0.32508713	
ACBD4	acyl-CoA binding domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23337]	0.3246928	
OR52K1	olfactory receptor family 52 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:15222]	0.32443526	
